SquareFootage,BackyardSpace,NumBedrooms,AgeOfHome,SchoolRating,RenovationQuality,Price
767.75,457.76,4,64.96,4.39,2.68,181429.723
964.76,267.62,2,1.0,7.15,7.65,342213.898
839.98,770.73,3,54.16,9.39,8.42,289920.2097
617.91,1047.74,3,56.75,5.41,4.88,379183.5131
853.76,533.83,4,49.13,8.24,4.36,482617.6292
580.3,59.3,2,64.01,7.69,5.63,176290.8751
1092.71,576.81,1,98.29,4.25,3.39,160035.8175
641.81,26.55,3,45.49,8.08,4.32,209297.3314
805.99,418.21,3,46.17,7.98,5.95,373959.1605
1127.89,511.23,4,60.94,9.26,6.06,417832.9095
838.01,528.53,3,3.25,8.65,4.6,303131.7829
765.43,807.09,5,6.24,6.2,5.35,518283.6632
1087.36,1052.69,1,23.27,3.85,1.87,196530.6017
550.0,713.41,2,12.94,8.82,2.33,148202.4455
1197.83,243.29,2,42.09,10.0,5.18,229348.9249
815.17,365.5,4,31.6,8.08,4.66,392054.2836
1002.49,354.22,2,106.01,8.31,3.28,176391.7665
618.45,747.35,4,74.34,8.15,4.55,243330.2826
1059.29,616.14,2,12.61,4.16,4.35,495124.7829
631.07,639.68,1,45.25,4.71,1.92,146256.3008
580.77,384.16,4,0.05,6.38,4.37,241788.0642
1055.34,671.96,3,79.67,6.08,2.85,322815.7941
1022.97,99.39,3,48.29,7.58,6.03,402125.0531
550.0,290.39,4,14.88,9.06,6.26,278796.2627
1494.81,584.94,4,43.58,10.0,6.13,648483.851
1391.97,677.48,3,18.37,9.46,8.76,431617.4945
715.39,808.25,5,26.83,6.74,9.79,682259.8491
773.47,106.19,3,83.96,6.65,3.28,304336.8266
1119.46,828.44,2,70.06,7.05,6.65,253480.6175
2089.87,496.28,3,5.77,7.01,7.35,344318.0144
1115.69,244.51,3,19.15,7.53,6.97,369014.675
1433.79,760.96,4,9.39,7.21,7.45,374546.7069
1789.32,960.32,3,14.75,10.0,5.07,334482.7915
550.0,234.87,4,119.98,7.3,3.1,328549.876
1501.99,386.3,3,22.83,8.15,7.37,465682.7256
1153.1,369.2,1,116.4,4.22,5.91,131801.5547
628.51,500.23,2,15.82,6.27,4.53,171058.31
550.0,447.52,4,40.92,7.8,5.11,173633.0734
1303.0,436.63,2,85.37,6.35,6.17,378964.0034
1412.25,777.83,1,15.21,6.09,8.8,453458.35
1212.45,702.27,3,37.03,4.74,6.31,400419.9643
1436.65,826.36,3,36.77,8.05,8.52,526160.6607
1056.76,420.14,4,25.63,5.3,3.86,360219.5148
1601.42,873.92,4,23.6,5.02,5.67,294272.5689
1458.01,360.62,3,94.43,10.0,6.59,517017.3736
550.0,615.37,4,57.29,7.51,6.48,95433.65204
1121.1,437.81,4,22.44,7.91,6.36,253190.5315
897.88,292.13,5,39.69,10.0,5.25,280736.3999
1538.81,624.72,2,42.38,8.12,7.22,314442.0345
708.17,637.63,4,33.64,8.15,2.97,437663.5699
1909.91,624.88,5,57.97,7.3,9.72,485272.1414
762.09,703.08,3,2.98,7.52,7.3,407645.5491
1065.79,477.23,4,3.46,7.35,8.39,534702.9622
1413.38,380.84,3,39.59,7.84,1.45,198687.8753
851.92,558.47,3,38.99,5.08,2.03,434388.6594
2120.93,868.57,3,23.94,9.42,5.76,431823.3071
550.0,468.29,2,92.63,6.49,6.82,205001.7894
781.03,311.18,2,124.24,8.14,6.39,205791.8109
1331.5,355.76,2,0.47,6.32,7.18,371156.6215
842.83,470.72,5,20.9,8.0,5.4,426660.6039
550.0,307.22,3,34.43,5.81,2.43,218798.9246
1179.79,348.42,2,57.55,9.29,6.95,288091.6363
961.63,328.41,2,5.27,7.8,3.21,204872.0204
1761.18,48.26,5,46.07,7.83,6.48,657127.9763
791.03,649.05,3,88.7,4.47,1.12,200723.3825
816.72,713.46,4,26.89,6.59,7.08,348528.6559
1290.08,545.48,3,69.25,6.71,5.49,430986.6528
550.0,479.38,3,15.46,4.05,5.99,132716.068
550.0,710.84,4,106.19,4.41,1.98,185130.3115
550.0,699.71,4,101.98,8.06,3.04,220975.2677
1045.42,756.05,2,1.18,2.61,2.78,163050.2762
1211.47,184.46,3,50.05,5.3,3.22,186999.0163
1130.13,183.8,5,10.56,7.08,3.99,525904.4053
1153.92,669.68,3,3.59,7.06,6.09,355199.2606
550.0,723.03,3,29.92,6.53,2.37,143656.816
550.0,388.91,3,113.37,5.18,6.23,263709.1885
1283.06,108.24,3,50.41,8.06,4.63,214391.3055
710.7,786.11,4,91.95,8.88,5.61,191026.5823
2084.71,752.92,2,53.43,9.27,9.76,495641.0722
1226.48,426.46,4,4.69,6.24,5.01,526297.9108
1536.79,551.39,1,103.95,6.01,3.97,153280.776
1301.59,881.71,3,64.23,8.29,6.44,494321.5561
599.5,267.64,4,33.63,6.79,3.7,227381.0904
550.0,521.81,2,55.46,4.77,1.2,189641.8097
550.0,831.02,4,76.26,5.67,6.6,161515.2686
1580.25,388.2,3,4.15,7.57,2.08,247243.8197
1747.09,911.97,3,48.65,10.0,5.7,600382.1171
550.0,122.72,2,55.1,7.97,5.51,151697.7123
550.0,708.09,3,26.78,5.86,3.92,232339.2558
1111.01,99.59,3,21.0,4.84,5.84,228188.9861
550.0,323.78,2,98.04,4.52,1.07,435343.9722
699.19,301.7,2,111.09,5.25,2.17,112603.21
550.0,636.64,1,60.29,4.32,5.81,265497.8918
957.72,243.74,5,27.72,8.86,4.35,619118.0958
1297.6,634.47,4,29.92,10.0,6.6,484760.7987
577.32,300.27,3,48.38,6.43,2.46,177463.4998
1348.9,38.59,2,13.55,5.09,5.14,194015.63
550.0,332.98,3,51.46,6.17,3.5,158445.3716
749.09,1150.48,3,20.16,10.0,5.77,269629.0388
2084.5,151.81,4,49.64,6.32,7.67,525938.1543
550.0,286.36,5,75.62,3.41,0.74,126925.7731
1084.8,991.96,2,9.49,6.1,2.5,105192.0811
550.0,550.49,5,60.19,8.81,3.58,608734.7679
1197.9,617.49,3,93.99,3.13,6.58,304735.3154
973.77,21.96,4,33.45,6.5,6.27,300761.3612
1486.19,22.33,3,42.09,6.23,3.97,353152.4661
550.0,336.41,1,91.13,5.68,5.05,198495.9734
1130.17,619.97,2,49.97,6.02,4.46,161003.0709
934.16,395.8,3,2.59,8.75,5.75,376548.3196
550.0,201.22,3,81.68,4.66,0.41,155927.1016
550.0,187.18,3,5.15,2.89,4.57,217705.6329
550.0,949.48,2,49.95,5.18,4.77,221361.2166
1508.17,550.37,2,46.01,7.4,8.17,504143.4412
1112.53,646.41,4,46.19,7.46,4.56,397818.3873
1823.78,536.54,3,65.8,6.2,4.8,419687.7832
550.0,557.79,3,60.27,5.8,3.32,184673.4119
1497.19,122.48,4,103.8,9.64,6.82,598525.1942
630.08,442.2,4,70.04,7.1,6.74,169087.4955
550.0,33.49,2,77.55,5.4,3.87,173075.952
550.0,638.84,2,69.88,7.2,4.13,216188.775
864.82,429.09,3,59.61,3.34,3.64,254403.7403
1446.43,315.55,3,37.17,5.34,5.2,336339.7509
883.15,96.79,4,14.19,6.7,6.57,414412.5618
550.0,678.37,2,66.75,9.72,6.01,157820.79
550.0,434.12,4,73.42,7.95,3.95,155738.7254
1027.62,320.24,5,51.96,6.56,3.34,502763.8162
749.05,549.21,1,37.82,4.11,4.6,255664.0662
652.65,854.55,4,77.11,6.04,4.06,313708.945
1258.04,590.21,4,17.65,7.59,7.56,723129.0195
1464.33,772.16,3,94.81,10.0,5.53,425611.6652
550.0,754.56,1,15.95,5.8,2.25,190459.3301
1253.25,765.5,4,8.98,9.7,4.43,703023.0198
1640.53,762.09,3,30.19,9.32,8.08,373244.7733
1374.7,975.73,3,49.22,6.3,3.34,200241.5569
1034.69,310.93,1,153.65,3.51,4.19,115497.4784
550.0,15.53,4,4.25,10.0,4.07,396197.2993
763.97,39.86,3,6.04,6.14,4.65,327234.425
914.43,424.12,2,121.47,5.39,5.79,120333.7165
1200.48,626.2,4,51.72,10.0,8.71,405318.1143
980.7,971.62,5,11.42,8.24,5.02,494961.776
911.89,227.28,2,63.38,5.61,3.49,321483.2509
1414.96,279.23,2,100.19,5.46,7.77,307637.3231
550.0,154.58,2,27.46,4.65,0.67,242853.308
1068.13,234.66,1,59.27,9.12,4.09,123982.6111
839.29,787.77,5,69.04,8.5,5.91,435836.4462
1025.0,126.63,3,77.85,7.78,3.62,374614.6022
1871.3,449.26,3,14.39,6.7,5.33,373283.2345
969.23,520.41,4,45.53,8.9,9.35,451607.1293
833.98,761.83,1,109.77,4.49,5.26,124213.8928
993.33,16.87,4,18.18,7.26,3.9,417684.3441
678.77,559.45,5,18.94,7.07,3.06,298794.561
1337.26,159.82,4,44.41,8.32,7.11,560068.1806
550.0,288.62,2,111.13,4.21,1.17,340917.3854
1345.29,1189.16,4,64.55,10.0,6.83,342763.2987
1443.95,855.02,5,83.55,9.67,6.93,523778.007
550.0,302.87,2,42.09,4.24,1.59,155752.5599
1192.83,105.48,4,19.73,8.99,4.81,486352.0095
991.63,449.5,3,53.67,10.0,4.98,250923.2967
1390.12,563.31,6,20.39,9.16,5.89,667923.2014
833.65,146.03,4,6.15,7.22,6.58,475596.2442
2270.33,866.26,3,7.83,9.57,7.67,419842.9604
574.52,414.02,2,41.84,4.18,2.18,150163.8716
693.72,867.88,2,6.11,5.79,3.75,157124.4944
836.49,576.88,3,20.58,6.64,3.32,197612.8364
1335.51,600.96,2,6.44,6.34,4.95,409646.4482
550.0,88.3,4,11.33,9.79,3.67,148770.5336
550.0,332.63,1,25.43,2.88,0.29,213261.663
782.82,741.57,4,74.09,7.25,5.7,216433.4357
620.84,17.86,3,32.53,5.13,4.53,212162.2289
1109.35,763.77,2,0.79,7.24,7.54,201706.6066
978.37,680.76,2,74.67,7.81,5.06,261627.3172
1100.96,627.73,3,53.72,6.96,5.67,377300.6063
1164.7,444.84,1,41.21,4.79,4.73,211992.4724
1456.13,505.8,2,17.64,7.45,3.6,264839.3572
1039.35,650.54,3,10.92,7.07,3.39,489802.9489
846.32,411.26,3,16.75,5.03,4.16,315149.8746
550.0,91.33,4,38.93,7.19,3.43,213942.7096
652.06,468.82,2,76.46,7.35,6.45,258971.5503
1491.94,417.7,2,31.86,6.05,5.26,326000.9774
550.0,901.68,3,20.04,7.66,4.29,312373.5076
1965.06,438.83,4,120.75,6.81,4.47,404266.6567
1437.55,648.85,2,101.88,7.96,5.38,200522.0759
965.39,895.86,2,57.21,5.84,4.27,146466.797
1188.25,652.33,4,24.32,7.86,3.24,316356.8508
601.52,17.2,4,4.83,7.3,5.83,614452.2313
984.56,517.43,2,44.69,4.58,5.28,109675.7564
1012.32,256.97,4,59.56,8.98,4.96,188197.7996
1600.19,478.72,2,162.85,5.55,4.05,177950.6854
1187.7,307.7,2,21.86,8.27,1.44,267719.6513
550.0,617.2,3,15.43,8.48,7.52,313537.9701
845.58,741.27,4,68.76,8.9,4.53,364494.1333
550.0,135.95,4,40.94,9.12,7.08,231084.943
1522.38,155.02,2,88.49,5.03,6.73,645447.0741
684.72,783.95,4,14.47,7.01,4.64,429335.8056
2027.73,468.29,4,46.27,6.94,5.34,305869.2898
550.0,336.53,2,56.55,8.51,7.07,271978.4914
1161.42,314.41,3,69.75,6.07,5.08,239669.8073
550.0,578.73,2,17.17,7.45,1.13,123193.9487
550.0,161.86,4,93.85,4.69,3.69,152463.6497
708.42,318.42,3,12.94,7.12,4.08,316639.2276
851.29,522.92,5,3.66,8.8,6.9,238850.653
764.52,386.47,3,0.38,7.26,5.3,237290.0276
1626.18,91.59,2,43.31,10.0,6.96,314516.4965
1119.76,140.58,1,48.45,6.92,5.18,139434.7349
752.32,260.31,2,16.69,3.56,3.81,208095.515
726.14,957.37,2,49.02,8.58,7.46,390564.6804
550.0,707.67,2,44.07,6.79,7.25,136573.2213
1701.92,700.3,4,32.86,9.38,6.16,626404.882
1729.0,976.73,4,11.96,4.55,8.5,350775.5173
1239.22,704.29,4,38.71,7.22,6.45,244689.5845
1556.84,447.06,4,6.57,7.92,1.44,240373.1799
1248.45,485.22,4,8.95,8.95,6.85,387250.9039
561.66,569.17,2,53.49,3.64,2.48,129689.9637
1063.86,92.99,4,68.96,7.36,4.72,293707.9213
956.73,726.06,4,25.82,9.87,6.42,368139.5903
550.0,362.85,2,86.2,3.62,2.36,179974.6589
886.37,398.52,4,1.34,9.02,6.42,259050.8582
1877.12,301.79,3,62.96,7.99,5.86,326597.9895
961.04,627.06,4,71.28,9.22,5.81,175103.9545
1346.49,458.14,3,23.66,10.0,5.9,533177.8282
1162.05,342.03,3,17.54,5.07,3.99,316008.5649
1004.55,82.68,3,18.75,8.66,4.71,288943.0812
550.0,389.08,2,42.52,5.05,3.53,151346.0076
1357.24,487.59,2,112.57,6.66,2.17,189832.326
550.0,705.59,4,46.64,6.3,2.23,165314.1196
1258.98,408.25,3,134.89,6.87,5.01,568686.5643
698.31,98.81,2,73.66,5.82,2.7,211134.6658
1536.77,1005.53,3,38.92,9.48,4.68,212058.1
1798.59,435.48,3,10.45,9.22,2.84,366239.7416
793.32,304.51,3,39.23,9.18,6.67,228390.5602
1429.85,251.0,5,83.6,10.0,7.34,456091.1396
827.92,10.11,3,102.34,7.27,4.98,300847.7556
550.0,713.64,2,9.12,5.57,4.15,160527.0884
1154.48,736.5,3,30.22,10.0,6.21,233758.1789
1417.85,138.31,5,57.76,8.69,8.74,620761.0913
1141.4,1145.94,3,74.46,6.84,6.41,417029.354
550.0,656.65,3,54.93,6.69,6.02,583594.3052
923.29,449.7,3,56.78,5.13,4.69,206009.2135
550.0,549.03,2,37.99,2.58,0.96,133702.1794
1114.92,597.83,3,89.57,8.19,4.43,212495.787
550.0,655.24,3,36.52,6.61,5.74,221981.4242
1507.65,558.08,4,52.37,7.52,5.6,474034.7618
1647.35,432.94,2,35.04,4.53,3.77,192633.9577
1218.44,600.08,3,52.46,6.85,6.52,427431.2759
550.0,782.01,4,61.33,5.95,5.34,261047.3999
550.0,604.56,4,13.04,6.52,6.5,296217.7279
550.0,681.93,2,58.92,3.44,2.9,129388.4959
1079.63,200.42,3,35.27,8.37,6.03,409878.8723
1180.31,712.91,5,35.71,6.51,4.65,495929.0495
550.0,263.14,3,117.09,8.19,5.92,147745.9663
1070.9,683.25,2,76.04,4.39,1.96,219864.9676
743.68,316.28,4,33.61,7.77,6.45,475695.0762
1249.65,296.48,3,56.74,5.7,4.18,316529.5757
1493.58,129.92,3,82.23,6.97,6.44,423017.0623
1735.68,463.03,2,32.12,5.21,5.04,297105.0299
1934.49,227.09,3,35.68,5.76,5.81,349472.4024
1814.94,482.49,4,46.63,7.17,3.99,238200.4947
1575.64,725.74,4,40.22,6.93,6.81,792610.5784
550.0,818.94,2,13.36,5.47,3.11,344047.9713
550.0,675.95,3,81.02,9.85,6.58,211818.7781
1305.88,686.75,4,14.8,4.75,3.26,285620.1963
1089.42,231.1,3,23.52,6.51,1.9,210535.6385
830.2,407.98,2,80.36,10.0,8.45,254107.183
1271.3,720.44,3,86.33,3.5,0.97,272714.9805
1119.09,525.71,3,56.01,10.0,6.47,398329.3149
1010.8,489.74,2,69.94,5.97,5.6,245087.8371
550.0,104.91,3,84.89,5.01,5.39,170927.4512
733.29,141.91,2,0.89,7.93,4.78,237038.4748
1227.87,687.69,5,67.44,10.0,8.82,461624.9916
678.8,246.18,3,1.25,8.11,5.77,224554.9565
652.83,850.9,2,49.54,4.7,3.16,140612.4978
1317.8,790.22,3,39.41,4.38,4.52,122369.3828
1932.48,729.53,1,50.14,3.93,1.93,122942.4841
1490.23,689.33,5,10.68,8.78,6.07,569970.3125
1358.21,521.29,1,34.04,2.8,5.91,150732.3466
550.0,278.61,4,8.98,5.56,4.5,316067.8247
1675.25,124.92,1,82.89,7.36,2.17,261671.7439
1202.25,1058.19,1,52.48,5.48,2.18,133318.193
550.0,1007.36,3,1.42,5.87,1.99,138399.473
550.0,666.22,3,50.4,3.67,5.68,237929.7921
728.9,522.87,2,86.95,6.2,4.25,315406.2612
1242.45,423.82,4,22.14,5.04,6.69,392453.3512
550.0,130.27,2,54.68,7.42,3.2,114903.9616
1307.13,912.24,3,25.13,7.66,5.81,237640.116
1129.54,571.13,4,38.96,7.55,4.07,182011.2419
1375.85,586.85,4,60.77,8.25,5.43,470823.9488
1151.06,702.13,3,56.91,10.0,5.49,202885.8129
550.0,468.94,3,64.59,6.17,3.34,111416.3788
614.91,782.71,2,22.15,7.68,3.92,208725.8216
820.01,317.93,4,46.57,7.82,3.44,314236.1486
931.87,451.27,3,92.11,5.35,3.96,284879.1228
856.95,382.5,3,26.41,9.07,8.27,233957.5616
1765.4,253.74,3,49.43,7.43,7.0,383769.6262
2276.81,407.48,3,1.3,7.25,5.8,272141.8741
860.5,358.51,3,24.19,6.39,7.39,434302.9891
1041.99,345.04,4,55.61,4.67,4.52,514905.4143
917.46,67.71,3,25.57,6.42,2.84,235906.2019
1507.66,6.65,4,0.84,8.58,7.09,690817.5719
550.0,436.97,2,88.33,5.82,4.67,162023.5571
1396.88,676.08,5,34.15,10.0,7.48,538399.5854
550.0,378.65,4,25.55,7.82,8.89,254576.9433
988.67,790.26,4,96.99,8.51,5.81,397727.5906
1750.04,362.73,3,62.1,6.51,5.19,291232.6503
550.0,720.12,1,11.78,3.1,2.56,125222.8788
550.0,272.3,3,7.61,4.44,3.76,166647.5865
550.0,853.26,2,30.6,8.97,3.61,156166.44
550.0,457.16,3,73.96,8.65,5.06,210119.1061
988.51,733.98,2,9.28,9.67,4.71,241756.4496
958.57,387.23,3,91.54,9.3,3.57,309935.7079
931.9,758.73,3,63.44,6.3,1.98,218627.8816
721.86,935.64,2,47.27,8.58,7.8,143641.9416
1143.53,524.9,2,45.91,5.68,6.98,286044.0372
715.82,320.74,3,90.69,6.54,4.07,104023.8176
1181.53,550.01,2,71.42,5.17,5.31,339797.2043
660.33,482.39,4,3.26,8.73,4.67,200364.2045
1408.62,10.2,2,7.86,5.11,3.75,169634.2876
950.65,606.46,3,38.43,7.53,5.33,352065.9162
2067.52,454.9,4,10.96,6.96,7.25,886794.5153
907.53,748.6,3,25.9,6.16,2.72,216799.6083
1261.2,689.67,5,84.25,9.06,3.69,315392.5697
550.0,803.59,3,7.29,7.55,6.15,186050.0754
1670.63,313.01,2,3.01,7.0,5.58,351693.9419
1016.27,401.64,2,20.9,9.31,7.19,443988.6118
1001.8,904.57,4,58.05,8.27,5.69,617207.559
622.21,396.34,1,5.56,5.49,6.73,149241.5454
768.34,437.5,3,58.24,8.57,6.79,269009.5188
885.62,680.56,4,8.96,6.62,3.99,333735.1911
1011.88,343.21,5,37.02,6.08,3.59,427831.505
627.81,966.52,2,32.38,6.75,3.77,245490.2744
1511.53,418.15,3,9.27,7.44,6.42,608847.1727
550.0,718.57,2,118.78,3.55,0.05,286517.6173
1779.72,778.64,4,64.29,9.34,5.71,593545.3229
1694.81,139.81,2,90.61,6.62,4.84,295655.806
1688.66,1177.54,3,16.91,9.18,6.93,301531.291
550.0,1158.94,5,59.34,7.71,5.27,210741.0948
907.53,179.96,4,30.71,2.2,3.76,347354.1662
1207.53,375.11,3,79.98,6.16,7.57,278669.5552
1042.11,23.68,4,27.33,10.0,5.05,477165.3027
1235.16,659.72,1,43.09,5.7,7.34,232895.9821
1072.14,410.06,2,6.48,9.77,6.32,286157.5785
1037.71,395.12,4,8.52,8.24,3.73,281207.9236
753.57,111.24,5,111.44,10.0,5.0,353661.9706
1424.81,395.86,1,82.92,5.48,3.69,381979.7939
627.46,174.16,2,5.62,4.75,1.68,471910.8547
693.41,618.25,4,21.48,6.27,5.63,219383.0633
772.35,1015.04,3,5.79,8.44,4.8,383782.12
550.0,863.66,3,30.08,4.39,5.63,208066.991
1143.01,490.36,3,4.41,6.72,2.63,361524.6245
1239.61,318.27,4,4.33,8.2,6.15,659953.378
1014.03,396.61,3,73.66,10.0,4.06,224359.4159
743.83,926.96,2,91.53,3.25,5.53,332770.3718
2708.44,1078.8,4,62.65,9.19,9.46,482770.4988
907.67,188.41,3,35.33,8.54,6.64,216370.6087
1077.67,603.2,3,19.94,7.8,4.25,418251.3239
550.0,626.47,3,85.79,5.97,3.59,254496.9435
869.73,211.54,2,59.5,6.3,3.62,115019.541
1029.9,1071.09,1,27.01,4.65,4.45,100174.4082
550.0,89.87,3,76.34,7.31,5.73,347081.426
1117.59,616.08,5,80.22,9.31,7.01,525363.0919
1628.4,929.5,3,8.32,9.3,8.19,646044.7923
1262.8,501.86,2,30.81,7.64,3.36,387011.2144
550.0,617.59,1,57.06,4.53,4.52,240366.07
1625.37,639.07,3,63.72,5.71,6.69,501007.4446
637.46,301.25,3,25.37,9.86,4.75,281735.2741
550.0,402.31,3,53.75,6.84,3.65,136459.9782
1993.82,945.57,3,19.61,10.0,6.73,620090.1414
1286.95,391.19,3,83.38,4.44,5.71,273118.2426
796.16,319.94,2,15.28,6.02,4.46,153088.6481
686.31,391.81,4,30.63,8.82,4.21,466284.5385
1130.98,728.38,3,72.66,7.16,5.89,347521.6518
570.95,430.1,2,36.46,5.69,5.06,97658.68326
1624.02,347.64,3,67.38,7.8,5.19,450177.8117
550.0,248.59,2,59.29,6.43,2.88,107024.1718
794.37,398.39,3,40.27,5.79,4.8,310568.5287
1025.84,281.77,3,30.3,5.03,5.84,231360.7667
1050.8,639.11,3,77.06,7.66,5.77,387343.3414
1236.22,344.69,4,16.1,7.5,2.27,381358.9809
550.0,912.03,2,96.86,5.05,6.62,143398.796
1855.43,470.89,4,56.53,5.99,8.68,474627.2892
1221.31,76.34,3,32.5,8.97,7.5,461259.7733
1399.26,558.14,4,75.53,6.92,3.0,448211.1312
960.39,56.01,1,45.56,5.06,4.89,92938.70913
1266.03,193.31,4,58.56,8.24,5.25,424157.0636
1634.15,345.16,2,24.2,7.3,6.64,422702.956
1099.39,473.78,2,77.29,5.49,6.21,153917.287
1649.83,709.08,3,5.21,9.57,5.48,453381.6964
969.93,1056.2,3,6.45,5.77,4.48,468387.3522
2248.84,893.01,5,9.61,10.0,8.18,562257.4662
550.0,761.09,1,0.13,4.79,1.48,93232.90803
587.4,342.57,3,7.64,7.01,3.42,224747.4841
550.0,150.11,1,92.06,6.84,3.19,213545.5455
823.51,860.47,3,55.39,6.29,5.44,257575.6003
1558.66,296.59,2,38.01,8.89,6.44,374394.5975
1393.42,708.88,3,11.7,5.25,5.33,348708.1724
1285.44,459.17,4,63.21,7.47,6.72,448917.0742
1570.07,573.13,2,46.77,7.61,7.81,365297.3814
550.0,293.15,3,94.31,6.85,6.21,152757.5791
935.51,308.27,3,67.99,6.35,5.55,275840.3174
1300.82,233.65,3,2.06,8.53,5.2,484933.0256
1435.66,728.82,3,35.8,6.95,6.42,370321.2777
550.0,241.6,4,18.61,7.59,2.93,292786.7026
1434.23,1098.97,2,61.85,9.04,5.21,228894.6688
1289.99,1167.82,3,19.13,8.19,8.44,353073.7393
550.0,952.15,4,14.32,6.99,6.16,267446.7827
550.0,640.79,1,48.34,2.51,1.4,370271.3157
690.05,538.02,3,17.84,5.59,4.28,104158.8928
1745.79,308.21,1,67.07,7.3,6.4,447877.4851
550.0,981.28,2,57.02,5.94,5.82,129900.059
982.87,495.4,3,56.15,7.62,5.51,340568.4586
1323.84,541.45,1,72.15,7.17,6.12,450120.2274
550.0,57.78,3,83.37,4.06,4.81,114429.4825
550.0,862.38,2,48.73,4.8,4.5,104513.2586
550.0,333.86,3,60.0,5.56,3.37,324845.1451
883.65,181.05,2,53.21,6.29,1.29,117006.0878
923.6,1037.53,4,57.03,8.15,5.86,381307.9566
794.53,510.42,1,22.19,6.92,4.86,115916.9002
550.0,696.95,4,58.71,8.32,4.9,242997.8024
1679.48,257.07,2,27.07,7.31,5.44,395737.0034
1304.89,173.37,4,15.14,9.28,6.0,441519.1742
1155.16,353.63,4,5.02,4.35,4.26,310836.675
1835.88,453.04,3,2.36,8.34,5.07,290953.5195
974.94,362.45,1,109.18,6.27,3.28,210357.1794
1297.69,398.22,2,22.43,9.13,3.54,249026.8006
1532.08,596.12,3,28.65,8.46,7.76,529933.9121
1724.11,670.39,2,55.69,6.96,7.03,485007.0675
789.27,779.57,3,27.45,10.0,8.73,308251.633
1714.11,155.15,5,4.5,9.25,7.45,562999.5872
980.86,717.95,4,14.69,5.76,3.15,340631.8618
1489.93,862.07,4,17.03,9.13,8.4,523767.7046
854.94,870.33,2,108.06,5.82,4.88,126907.9817
741.88,410.81,2,26.18,3.76,0.08,146561.8749
1496.13,533.45,4,13.48,5.82,6.72,343291.7696
832.82,141.54,2,21.04,7.08,3.26,290997.8478
964.37,750.08,2,15.99,6.12,3.46,380932.1843
550.0,762.92,4,63.84,5.97,5.92,242757.0393
1080.35,2.96,5,7.91,8.86,3.68,509827.0368
1403.77,129.39,3,3.47,6.37,2.27,472529.7265
550.0,301.03,3,70.28,5.31,2.1,274502.3597
779.1,627.22,2,107.99,2.59,3.07,132388.1021
944.74,21.02,4,115.25,7.16,7.26,404306.4957
1485.34,383.98,3,70.23,8.31,5.56,329247.9503
1128.09,1188.71,3,88.8,8.37,3.95,334222.911
1421.46,87.38,3,61.86,7.26,5.65,339524.9233
1423.13,1042.69,4,10.45,10.0,5.93,585368.7054
1264.62,479.7,4,7.31,8.97,3.73,502126.3337
812.79,548.93,4,19.15,6.15,4.85,246889.3273
1491.62,697.87,3,2.86,4.45,5.38,240660.9713
993.08,664.6,3,39.67,7.21,6.2,284932.3879
550.0,229.63,3,60.06,8.75,4.66,125238.514
1005.09,570.17,4,10.08,8.9,4.64,214698.3418
1110.0,920.57,3,35.18,6.21,6.85,382323.3238
1558.41,318.07,2,41.39,10.0,5.98,553529.407
951.57,1060.24,4,49.48,4.16,4.87,586566.5032
783.16,902.49,3,36.15,6.53,5.63,538563.3249
550.0,550.0,3,19.46,5.9,2.4,123248.2187
1082.1,249.98,2,35.97,6.4,5.15,146166.2415
1092.77,447.63,3,48.44,5.26,5.65,251505.5591
959.56,464.31,3,51.58,8.17,5.27,368115.7688
804.51,29.88,3,84.74,8.55,5.44,240192.4531
1667.57,725.07,2,30.02,7.56,6.26,342235.6781
830.53,551.53,3,96.53,4.78,6.6,310011.5463
946.23,887.52,4,51.64,9.85,6.58,438073.2503
733.8,274.49,3,45.93,7.85,4.46,250129.0723
571.32,46.44,1,40.84,5.28,1.01,134947.6784
1038.58,280.62,2,10.67,1.97,2.88,124403.889
1538.84,554.16,3,23.11,10.0,6.71,440072.279
971.55,603.51,3,35.1,8.14,6.62,258582.6683
595.59,467.09,3,59.28,7.1,6.29,252517.6259
652.12,558.57,3,21.08,6.99,3.78,258512.2302
1921.88,1107.22,2,104.99,7.46,8.52,498653.2234
651.16,669.6,3,21.52,9.77,5.59,329619.015
1033.49,326.57,3,45.38,5.75,4.73,279867.7461
1871.4,1056.66,2,44.64,6.28,4.18,323164.5796
1001.84,332.49,2,57.8,9.21,6.34,403830.6891
1795.33,644.33,2,79.78,6.73,4.96,215155.1638
1263.08,907.5,4,81.52,7.63,6.04,261183.9614
671.09,1075.03,3,46.21,6.32,3.39,227842.6556
1044.25,910.52,2,83.63,7.54,2.35,197999.7267
1815.46,771.53,2,27.17,5.11,4.14,176935.0647
961.1,296.34,2,72.6,6.66,4.09,108440.3348
697.13,430.79,4,84.78,7.91,4.19,299913.9487
1312.12,821.74,4,53.84,7.75,5.29,249306.0817
829.58,384.04,4,81.71,3.08,3.52,250513.3016
2490.43,833.81,4,26.18,9.54,8.09,762115.1725
1001.56,263.57,2,22.73,5.05,4.94,329381.0779
1046.96,547.47,3,1.68,7.78,4.97,200388.3774
1545.27,456.73,4,34.96,6.53,3.96,409778.0401
550.0,818.08,4,109.91,6.88,7.89,413974.069
550.0,1100.68,3,4.08,2.81,3.21,103526.004
1621.94,876.87,2,56.36,5.88,7.46,257858.5181
